  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(17_16)Mean,  d(18_16)Mean,    d(D_H)Mean,      E17_Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(17_16)_SD,   d(18_16)_SD,     d(D_H)_SD,        E17_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code,Pulse Good
   233,   P-31882,   2022/11/03 01:21:59,           1-03,       5,       -14.505,       -29.528,      -241.836,         1.214,         21359,       0,    1,       W-50 / NLGQLH_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667463993.19,         0.186,         0.185,         0.573,         0.135,       146.270,         0.002,         0.008,         2.330,        77.444,        27.617,         0.957,        69.545,         1.155,        -0.689,        0.0000,        0.0000,    0,        42.000,         1,       3,       5,Picarro IAEA,       0,       1
   234,   P-31882,   2022/11/03 01:31:02,           1-03,       6,       -14.514,       -29.541,      -242.266,         1.212,         21304,       0,    1,       W-50 / NLGQLH_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667464535.98,         0.204,         0.195,         0.531,         0.142,       148.631,         0.002,         0.007,         2.359,        77.210,        27.609,         0.949,        69.236,         1.153,        -0.729,        0.0000,        0.0000,    0,        42.000,         1,       3,       5,Picarro IAEA,       0,       1
   235,   P-31882,   2022/11/03 01:40:04,           1-03,       7,       -14.517,       -29.580,      -242.514,         1.230,         21383,       0,    1,       W-50 / NLGQLH_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667465079.13,         0.214,         0.215,         0.530,         0.141,       148.275,         0.002,         0.007,         2.348,        77.545,        27.645,         0.959,        69.550,         1.155,        -0.752,       -0.0000,        0.0000,    0,        42.000,         1,       3,       5,Picarro IAEA,       0,       1
   236,   P-31882,   2022/11/03 01:49:08,           1-03,       8,       -14.560,       -29.604,      -242.807,         1.200,         21341,       0,    1,       W-50 / NLGQLH_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667465622.18,         0.203,         0.208,         0.516,         0.143,       149.220,         0.002,         0.007,         2.357,        77.316,        27.680,         0.952,        69.480,         1.155,        -0.704,        0.0000,        0.0000,    0,        42.062,         1,       3,       5,Picarro IAEA,       0,       1
   237,   P-31882,   2022/11/03 01:58:11,           1-03,       9,       -14.536,       -29.580,      -242.973,         1.211,         21352,       0,    1,       W-50 / NLGQLH_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667466166.19,         0.169,         0.206,         0.548,         0.126,       149.867,         0.002,         0.008,         2.367,        77.402,        27.595,         0.958,        69.664,         1.158,        -0.744,        0.0000,       -0.0000,    0,        42.062,         1,       3,       5,Picarro IAEA,       0,       1
   238,   P-31882,   2022/11/03 02:07:14,           1-03,      10,       -14.570,       -29.627,      -243.097,         1.202,         21348,       0,    1,       W-50 / NLGQLH_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667466708.78,         0.209,         0.199,         0.503,         0.149,       145.783,         0.002,         0.006,         2.327,        77.402,        27.555,         0.961,        69.567,         1.155,        -0.727,       -0.0000,        0.0000,    0,        42.125,         1,       3,       5,Picarro IAEA,       0,       1
   239,   P-31882,   2022/11/03 02:16:17,           1-03,      11,       -14.562,       -29.629,      -243.227,         1.212,         21323,       0,    1,       W-50 / NLGQLH_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667467252.07,         0.192,         0.183,         0.478,         0.145,       147.986,         0.001,         0.006,         2.340,        77.290,        27.550,         0.954,        69.592,         1.154,        -0.740,        0.0000,        0.0000,    0,        42.125,         1,       3,       5,Picarro IAEA,       0,       1
   240,   P-31882,   2022/11/03 02:25:20,           1-03,      12,       -14.564,       -29.633,      -243.351,         1.211,         21361,       0,    1,       W-50 / NLGQLH_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667467795.12,         0.178,         0.184,         0.479,         0.136,       147.059,         0.002,         0.006,         2.348,        77.421,        27.731,         0.958,        69.375,         1.156,        -0.738,       -0.0000,        0.0000,    0,        42.188,         1,       3,       5,Picarro IAEA,       0,       1
   241,   P-31883,   2022/11/03 02:34:20,         Ink-01,       1,        -3.346,        -8.759,       -89.609,         1.294,         21405,      -1,    1,                                        ,                                        ,                 H2O, 1667468335.36,         0.190,         0.163,         0.362,         0.147,       148.327,         0.001,        -0.001,         2.337,        77.730,        26.835,         0.993,        72.107,         1.155,        -0.780,        0.0000,        0.0000,    0,        42.125,       Ink,       1,       6,Picarro IAEA,       0,       1
   242,   P-31883,   2022/11/03 02:43:20,         Ink-01,       2,        -2.958,        -8.013,       -78.189,         1.286,         21366,      -1,    1,                                        ,                                        ,                 H2O, 1667468875.37,         0.188,         0.170,         0.407,         0.141,       146.651,         0.001,        -0.004,         2.323,        77.548,        26.799,         0.988,        72.148,         1.155,        -0.842,       -0.0000,        0.0000,    0,        42.188,       Ink,       1,       6,Picarro IAEA,       0,       1
   243,   P-31883,   2022/11/03 02:52:21,         Ink-01,       3,        -2.868,        -7.877,       -76.190,         1.303,         21335,      -1,    1,                                        ,                                        ,                 H2O, 1667469415.47,         0.188,         0.191,         0.367,         0.136,       147.101,         0.001,        -0.003,         2.338,        77.443,        26.754,         0.985,        71.975,         1.158,        -0.821,        0.0000,        0.0000,    0,        42.250,       Ink,       1,       6,Picarro IAEA,       0,       1
   244,   P-31883,   2022/11/03 03:01:20,         Ink-01,       4,        -2.878,        -7.865,       -75.470,         1.286,         21431,       0,    1,                                        ,                                        ,                 H2O, 1667469954.86,         0.201,         0.201,         0.308,         0.137,       146.458,         0.002,        -0.001,         2.321,        77.798,        26.861,         0.997,        72.463,         1.155,        -0.756,        0.0000,        0.0000,    0,        42.250,       Ink,       1,       6,Picarro IAEA,       0,       1
   245,   P-31883,   2022/11/03 03:10:20,         Ink-01,       5,        -2.836,        -7.809,       -75.004,         1.299,         21405,       0,    1,                                        ,                                        ,                 H2O, 1667470494.36,         0.199,         0.186,         0.344,         0.150,       145.068,         0.001,        -0.001,         2.325,        77.727,        26.869,         0.989,        72.060,         1.158,        -0.802,       -0.0000,        0.0000,    0,        42.250,       Ink,       1,       6,Picarro IAEA,       0,       1
   246,   P-31883,   2022/11/03 03:19:20,         Ink-01,       6,        -2.849,        -7.815,       -74.804,         1.289,         21432,       0,    1,                                        ,                                        ,                 H2O, 1667471034.79,         0.193,         0.187,         0.307,         0.141,       148.373,         0.001,         0.000,         2.349,        77.796,        26.878,         0.998,        72.468,         1.158,        -0.762,        0.0000,        0.0000,    0,        42.312,       Ink,       1,       6,Picarro IAEA,       0,       1
   247,   P-31883,   2022/11/03 03:28:20,         Ink-01,       7,        -2.827,        -7.801,       -74.638,         1.304,         21331,       0,    1,                                        ,                                        ,                 H2O, 1667471574.23,         0.180,         0.170,         0.316,         0.137,       148.003,         0.001,        -0.000,         2.358,        77.402,        26.737,         0.985,        71.992,         1.156,        -0.851,        0.0000,        0.0000,    0,        42.312,       Ink,       1,       6,Picarro IAEA,       0,       1
   248,   P-31883,   2022/11/03 03:37:20,         Ink-01,       8,        -2.826,        -7.787,       -74.539,         1.297,         21432,       0,    1,                                        ,                                        ,                 H2O, 1667472113.83,         0.180,         0.167,         0.355,         0.133,       149.083,         0.001,         0.001,         2.373,        77.804,        26.863,         0.991,        72.607,         1.157,        -0.850,       -0.0000,       -0.0000,    0,        42.375,       Ink,       1,       6,Picarro IAEA,       0,       1
   249,   P-31883,   2022/11/03 03:46:20,         Ink-01,       9,        -2.809,        -7.767,       -74.427,         1.304,         21417,       0,    1,                                        ,                                        ,                 H2O, 1667472654.76,         0.190,         0.173,         0.353,         0.140,       149.084,         0.001,         0.000,         2.362,        77.744,        26.916,         0.985,        72.246,         1.156,        -0.899,       -0.0000,        0.0000,    0,        42.312,       Ink,       1,       6,Picarro IAEA,       0,       1
   250,   P-31883,   2022/11/03 03:55:20,         Ink-01,      10,        -2.807,        -7.756,       -74.324,         1.300,         21361,       0,    1,                                        ,                                        ,                 H2O, 1667473195.29,         0.177,         0.178,         0.327,         0.140,       148.090,         0.001,         0.001,         2.347,        77.494,        26.754,         0.992,        72.402,         1.161,        -0.807,        0.0000,       -0.0000,    0,        42.375,       Ink,       1,       6,Picarro IAEA,       0,       1
   251,   P-31883,   2022/11/03 04:04:20,         Ink-01,      11,        -2.810,        -7.752,       -74.261,         1.295,         21459,       0,    1,                                        ,                                        ,                 H2O, 1667473735.27,         0.177,         0.177,         0.331,         0.133,       148.320,         0.001,         0.001,         2.358,        77.919,        26.972,         0.992,        72.480,         1.159,        -0.793,       -0.0000,        0.0000,    0,        42.312,       Ink,       1,       6,Picarro IAEA,       0,       1
   252,   P-31883,   2022/11/03 04:13:20,         Ink-01,      12,        -2.799,        -7.757,       -74.177,         1.308,         21345,       0,    1,                                        ,                                        ,                 H2O, 1667474274.02,         0.186,         0.190,         0.370,         0.143,       146.014,         0.002,         0.001,         2.329,        77.467,        26.648,         0.991,        72.277,         1.154,        -0.843,       -0.0000,        0.0000,    0,        42.375,       Ink,       1,       6,Picarro IAEA,       0,       1
   253,   P-31883,   2022/11/03 04:22:20,         Ink-01,      13,        -2.809,        -7.751,       -74.094,         1.295,         21494,       0,    1,                                        ,                                        ,                 H2O, 1667474814.75,         0.209,         0.191,         0.321,         0.152,       147.797,         0.001,         0.001,         2.353,        78.079,        26.785,         1.009,        73.015,         1.158,        -0.795,        0.0000,        0.0000,    0,        42.375,       Ink,       1,       6,Picarro IAEA,       0,       1
   254,   P-31883,   2022/11/03 04:31:21,         Ink-01,      14,        -2.809,        -7.746,       -74.114,         1.293,         21423,       0,    1,                                        ,                                        ,                 H2O, 1667475355.37,         0.196,         0.189,         0.329,         0.149,       145.203,         0.002,         0.001,         2.313,        77.790,        26.800,         0.992,        72.379,         1.158,        -0.857,        0.0000,        0.0000,    0,        42.375,       Ink,       1,       6,Picarro IAEA,       0,       1
   255,   P-31883,   2022/11/03 04:40:21,         Ink-01,      15,        -2.807,        -7.729,       -74.079,         1.286,         21363,       0,    1,                                        ,                                        ,                 H2O, 1667475896.96,         0.165,         0.189,         0.322,         0.122,       143.835,         0.001,         0.000,         2.294,        77.536,        26.826,         0.987,        71.990,         1.160,        -0.812,        0.0000,        0.0000,    0,        42.375,       Ink,       1,       6,Picarro IAEA,       0,       1
   256,   P-31883,   2022/11/03 04:49:21,         Ink-01,      16,        -2.774,        -7.721,       -74.026,         1.315,         21463,       0,    1,                                        ,                                        ,                 H2O, 1667476435.42,         0.176,         0.180,         0.324,         0.135,       147.573,         0.002,         0.001,         2.338,        77.970,        26.912,         0.989,        72.230,         1.156,        -0.861,       -0.0000,        0.0000,    0,        42.438,       Ink,       1,       6,Picarro IAEA,       0,       1
   257,   P-31883,   2022/11/03 04:58:21,         Ink-01,      17,        -2.787,        -7.726,       -74.003,         1.304,         21485,       0,    1,                                        ,                                        ,                 H2O, 1667476975.00,         0.212,         0.199,         0.341,         0.149,       147.386,         0.001,         0.001,         2.343,        78.009,        26.883,         0.999,        72.797,         1.157,        -0.814,        0.0000,        0.0000,    0,        42.375,       Ink,       1,       6,Picarro IAEA,       0,       1
   258,   P-31883,   2022/11/03 05:07:22,         Ink-01,      18,        -2.824,        -7.741,       -73.983,         1.275,         21450,       0,    1,                                        ,                                        ,                 H2O, 1667477516.05,         0.186,         0.186,         0.313,         0.136,       148.148,         0.001,         0.001,         2.338,        77.845,        26.801,         1.005,        72.906,         1.156,        -0.779,       -0.0000,        0.0000,    0,        42.375,       Ink,       1,       6,Picarro IAEA,       0,       1
   259,   P-31883,   2022/11/03 05:16:23,         Ink-01,      19,        -2.816,        -7.740,       -73.930,         1.283,         21437,       0,    1,                                        ,                                        ,                 H2O, 1667478056.92,         0.200,         0.189,         0.344,         0.147,       147.069,         0.001,         0.002,         2.343,        77.772,        26.864,         1.006,        72.672,         1.156,        -0.759,       -0.0000,        0.0000,    0,        42.438,       Ink,       1,       6,Picarro IAEA,       0,       1
   260,   P-31883,   2022/11/03 05:25:23,         Ink-01,      20,        -2.788,        -7.740,       -73.924,         1.310,         21464,       0,    1,                                        ,                                        ,                 H2O, 1667478597.79,         0.185,         0.175,         0.351,         0.138,       147.032,         0.001,         0.002,         2.347,        77.921,        26.932,         0.993,        72.521,         1.158,        -0.860,        0.0000,       -0.0000,    0,        42.375,       Ink,       1,       6,Picarro IAEA,       0,       1
   261,   P-31883,   2022/11/03 05:34:24,         Ink-01,      21,        -2.756,        -7.689,       -73.958,         1.316,         21471,       0,    1,                                        ,                                        ,                 H2O, 1667479138.51,         0.190,         0.188,         0.355,         0.137,       144.187,         0.002,         0.002,         2.301,        78.012,        26.901,         0.996,        72.286,         1.161,        -0.839,        0.0000,       -0.0000,    0,        42.438,       Ink,       1,       6,Picarro IAEA,       0,       1
   262,   P-31883,   2022/11/03 05:43:24,         Ink-01,      22,        -2.788,        -7.708,       -73.918,         1.294,         21460,       0,    1,                                        ,                                        ,                 H2O, 1667479677.99,         0.195,         0.183,         0.329,         0.137,       146.146,         0.001,         0.001,         2.320,        77.951,        26.824,         0.998,        72.552,         1.158,        -0.871,        0.0000,        0.0000,    0,        42.438,       Ink,       1,       6,Picarro IAEA,       0,       1
   263,   P-31883,   2022/11/03 05:52:23,         Ink-01,      23,        -2.800,        -7.719,       -73.952,         1.287,         21473,       0,    1,                                        ,                                        ,                 H2O, 1667480218.13,         0.196,         0.186,         0.355,         0.148,       148.312,         0.002,         0.002,         2.346,        77.933,        27.007,         0.990,        72.526,         1.157,        -0.834,        0.0000,        0.0000,    0,        42.438,       Ink,       1,       6,Picarro IAEA,       0,       1
   264,   P-31883,   2022/11/03 06:01:24,         Ink-01,      24,        -2.783,        -7.687,       -73.884,         1.288,         21481,       0,    1,                                        ,                                        ,                 H2O, 1667480759.10,         0.199,         0.203,         0.355,         0.146,       147.202,         0.002,         0.002,         2.330,        78.011,        26.910,         0.995,        72.544,         1.158,        -0.864,        0.0000,        0.0000,    0,        42.375,       Ink,       1,       6,Picarro IAEA,       0,       1
   265,   P-31883,   2022/11/03 06:10:24,         Ink-01,      25,        -2.791,        -7.720,       -73.917,         1.297,         21492,       0,    1,                                        ,                                        ,                 H2O, 1667481298.69,         0.207,         0.192,         0.338,         0.150,       147.908,         0.002,         0.002,         2.336,        78.021,        26.901,         0.998,        73.014,         1.157,        -0.745,        0.0000,        0.0000,    0,        42.375,       Ink,       1,       6,Picarro IAEA,       0,       1
   266,   P-31883,   2022/11/03 06:19:24,         Ink-01,      26,        -2.793,        -7.730,       -73.837,         1.300,         21513,       0,    1,                                        ,                                        ,                 H2O, 1667481839.63,         0.198,         0.198,         0.343,         0.140,       146.642,         0.002,         0.002,         2.314,        78.123,        26.911,         1.006,        72.926,         1.158,        -0.799,       -0.0000,        0.0000,    0,        42.438,       Ink,       1,       6,Picarro IAEA,       0,       1
   267,   P-31883,   2022/11/03 06:28:25,         Ink-01,      27,        -2.796,        -7.720,       -73.868,         1.292,         21494,       0,    1,                                        ,                                        ,                 H2O, 1667482380.36,         0.204,         0.194,         0.340,         0.146,       144.660,         0.002,         0.002,         2.301,        78.070,        26.889,         0.999,        72.656,         1.158,        -0.846,       -0.0000,        0.0000,    0,        42.438,       Ink,       1,       6,Picarro IAEA,       0,       1
   268,   P-31883,   2022/11/03 06:37:26,         Ink-01,      28,        -2.786,        -7.690,       -73.848,         1.286,         21475,       0,    1,                                        ,                                        ,                 H2O, 1667482920.50,         0.192,         0.220,         0.351,         0.144,       148.437,         0.002,         0.002,         2.344,        78.001,        26.922,         0.995,        72.352,         1.159,        -0.848,       -0.0000,        0.0000,    0,        42.500,       Ink,       1,       6,Picarro IAEA,       0,       1
   269,   P-31883,   2022/11/03 06:46:26,         Ink-01,      29,        -2.789,        -7.724,       -73.838,         1.300,         21522,       0,    1,                                        ,                                        ,                 H2O, 1667483461.14,         0.189,         0.187,         0.330,         0.135,       144.427,         0.001,         0.002,         2.291,        78.148,        26.949,         0.999,        72.829,         1.156,        -0.813,       -0.0000,        0.0000,    0,        42.438,       Ink,       1,       6,Picarro IAEA,       0,       1
   270,   P-31883,   2022/11/03 06:55:26,         Ink-01,      30,        -2.788,        -7.716,       -73.833,         1.298,         21482,       0,    1,                                        ,                                        ,                 H2O, 1667484001.32,         0.194,         0.204,         0.339,         0.138,       148.007,         0.002,         0.002,         2.347,        77.974,        26.918,         1.002,        72.846,         1.160,        -0.777,        0.0000,        0.0000,    0,        42.500,       Ink,       1,       6,Picarro IAEA,       0,       1
   271,   P-31883,   2022/11/03 07:04:26,         Ink-01,      31,        -2.824,        -7.742,       -73.878,         1.275,         21507,       0,    1,                                        ,                                        ,                 H2O, 1667484541.88,         0.184,         0.179,         0.349,         0.137,       144.558,         0.001,         0.002,         2.290,        78.083,        26.900,         1.000,        72.922,         1.160,        -0.829,       -0.0000,       -0.0000,    0,        42.562,       Ink,       1,       6,Picarro IAEA,       0,       1
   272,   P-31883,   2022/11/03 07:13:27,         Ink-01,      32,        -2.789,        -7.725,       -73.809,         1.301,         21501,       0,    1,                                        ,                                        ,                 H2O, 1667485081.91,         0.173,         0.179,         0.342,         0.119,       148.655,         0.001,         0.002,         2.354,        78.090,        26.828,         1.002,        72.909,         1.159,        -0.839,       -0.0000,        0.0000,    0,        42.500,       Ink,       1,       6,Picarro IAEA,       0,       1
   273,   P-31883,   2022/11/03 07:22:27,         Ink-01,      33,        -2.796,        -7.723,       -73.839,         1.294,         21498,       0,    1,                                        ,                                        ,                 H2O, 1667485621.85,         0.178,         0.173,         0.322,         0.129,       145.576,         0.001,         0.001,         2.324,        78.058,        26.958,         0.993,        72.577,         1.161,        -0.846,       -0.0000,        0.0000,    0,        42.562,       Ink,       1,       6,Picarro IAEA,       0,       1
   274,   P-31883,   2022/11/03 07:31:27,         Ink-01,      34,        -2.777,        -7.721,       -73.860,         1.312,         21441,       0,    1,                                        ,                                        ,                 H2O, 1667486162.47,         0.198,         0.200,         0.339,         0.136,       146.259,         0.002,         0.002,         2.319,        77.831,        26.826,         0.995,        72.559,         1.158,        -0.857,        0.0000,       -0.0000,    0,        42.625,       Ink,       1,       6,Picarro IAEA,       0,       1
   275,   P-31883,   2022/11/03 07:40:27,         Ink-01,      35,        -2.796,        -7.731,       -73.815,         1.298,         21502,       0,    1,                                        ,                                        ,                 H2O, 1667486702.24,         0.188,         0.185,         0.352,         0.135,       146.981,         0.001,         0.002,         2.346,        78.061,        26.859,         1.000,        72.993,         1.161,        -0.852,        0.0000,        0.0000,    0,        42.625,       Ink,       1,       6,Picarro IAEA,       0,       1
   276,   P-31883,   2022/11/03 07:49:28,         Ink-01,      36,        -2.784,        -7.713,       -73.792,         1.300,         21466,       0,    1,                                        ,                                        ,                 H2O, 1667487243.50,         0.209,         0.199,         0.345,         0.145,       146.146,         0.002,         0.002,         2.328,        77.951,        26.801,         1.005,        72.754,         1.160,        -0.861,        0.0000,        0.0000,    0,        42.625,       Ink,       1,       6,Picarro IAEA,       0,       1
   277,   P-31883,   2022/11/03 07:58:28,         Ink-01,      37,        -2.787,        -7.723,       -73.768,         1.302,         21528,       0,    1,                                        ,                                        ,                 H2O, 1667487783.60,         0.179,         0.190,         0.390,         0.131,       146.129,         0.002,         0.002,         2.317,        78.192,        26.946,         1.003,        72.891,         1.157,        -0.813,       -0.0000,        0.0000,    0,        42.625,       Ink,       1,       6,Picarro IAEA,       0,       1
